Bidwesh_Original,sylhety,Sylhaty_Romanize,Label,Annotator,Status,,,
আমার মনে হয় তোমার নিজের একটা ইনকাম থাকা উচিত। তাহলে তোমার বর তোমাকে দেবে,"আমার মনে অয়, তোর নিজের একটা ইনকাম থাকা দরকার—তয় তোর বর তোরে দিবো।",amar mone oy tor nijor ekta income thaka dorkar tou tor jamai e tore dibo,0,Akash,Done,,,
বেগম জিয়ার সাথে কাউয়ার তুলনা ��� চোদমারানী অপু উকিল ������,বেগম জিয়ার লগে কাউয়ার তুলনা—চোদমারানি অপু উকিল!,begum zia r loge kawwar tulona chutmarani opu ukil,0,Akash,Done,,,
রাজশাহী এবার কাপ নিবে একমত আছেন কে কে?,রাজশাহী এইবার কাপ নিবো—একমত আছো কে কে?,rajshahi e ibar cup nibo ekmot aso ke ke,0,Akash,Done,,,
পাপন আছে এর সাথে,পাপন আছে এর লগে।,papon ase igur loge,0,Akash,Done,,,
মহান আল্লাহ তায়ালার লানত হাসিনার সন্ত্রাস বাহিনীর উপর,মহান আল্লাহ তায়ালার লানত হাসিনার সন্ত্রাস বাহিনীর উপর।,mohan Allah tayalar lanot hasinar shontrash bahinir upor,0,Akash,Done,,,
রাইট,রাইট।,thik,0,Akash,Done,,,
বাংলাদেশি এখনকার ছবি গুলা থেকে আগের ছবিগুলা খারাপ হলেও অভিনয় অনেক সুন্দর।,বাংলাদেশর এখনকার ছবিগুলার থাইকা আগর ছবিগুলা খারাপ অইলেও অভিনয় অনেক সুন্দর আছিল।,bangladeshor ekhonkur chobi igun thaki agor chobiigun bad oileo obhinoy khub shundor asil,0,Akash,Done,,,
এত বর দুধ,এত বড় দুধ।,oto boro dudh,0,Akash,Done,,,
অবশেষে নিউজ হবে ভেজাল দুধ খেয়ে বাসর রাতে সাবেক মন্ত্রীর মৃত্যু,শেষমেশ নিউজ অইবো—ভেজাল দুধ খাইয়া বাসর রাতে সাবেক মন্ত্রীর মরন ।,sheshmesh news oibo—vejal dudh khaiya basor rait o shabek montrir mout,0,Akash,Done,,,
এর থেকে নূর সাহেবকে ভালো মানাতো।,এর থাইকা নূর সাহেবরে ভালা মানাইতো।,er thaki nur shabre  bala manaito,0,Akash,Done,,,
এটা কোন ধরণের মজা তাছকিন ভাই মোটেই ভাল হয়নি।।,"এইডা কুন ধরণের মজা? তাছকিন ভাই, মোটেও ভালা অয় নাই।","ikta kun dhoronor moja? tachkin vai, muteo bala oisena",0,Akash,Done,,,
"তোমার পাশে যে আছে, তাকে জড়িয়ে ধরে বলো আই লাভিউ....","তুমার লগে যেই আছে, তারে জড়াইয়া ধইরা কও—আই লাভ ইউ।","tumar loge jegu ase, ogure anja kori doria kow—i love you",0,Akash,Done,,,
আমার সব চেয়ে প্রিয় আলেম হলেন মিজানুর রহমান আযহারী হুজুর?,আমার সবথাইকা প্রিয় আলেম অইলো মিজানুর রহমান আজহারী হুজুর।,amar shobthaki priyo alem oilo mizanur rohman ajhari huj,0,Akash,Done,,,
তুমিকি রাস্তায় কুকুরের মত জন্ম গ্রহণ করেছ?তোমার মা ভালো জানবে,তুঁই কি রাস্তার কুত্তার লাখান জন্ম নিছস? তুর মা ভালা জানবো।,tui kita rastat kuttaintor lakan jonmisot ni? tor maay bala koito parbo,0,Akash,Done,,,
ফাটফারের বাচ্চা অন্দু চ্যানেল খুলিয়া ফাজলামি করছ,"ফাটফারের বাচ্চা, আন্দু চ্যানেল খুইলা ফাজলামি করস।","fatfaror baiccha, andu channel khuila fatlami korreni",0,Akash,Done,,,
আপনার জন্য অনেক দোয়া আর ভালবাসা স্যার <3,আপনের লাইগা অনেক দোয়া আর ভালাবাসা স্যার।,apnar lagi onek dua ar balobasha sir,0,Akash,Done,,,
ঘেটুপুত্র খাটেরতল যোদ্ধা,ঘেটুপুত্র খাটরতল যোদ্ধা।,gheturfua khatortolor juddha,0,Akash,Done,,,
আমার সোনার দেশের সোনার মানুষ চাইয়া চাইয়া তামশা দেখছে আসলে এই এলাকাই ভাল না ইট হাতে নিয়ে সবাই একটা করে ঢিল ছোরলেও পারতো সালা মানুষ এই এলাকা এমন দেইখাই আজ ভন্ডের জন্ম ����,আমার সোনার দেশর সোনার মানুষ চাইয়া চাইয়া তামাশা দেখতাছে। আসলে এই এলাকাডাই ভালা না। ইট হাতে লইয়া সবাই একটা কইরা ঢিল মারলেও পারতো। শালা মানুষ—এই এলাকাডা এইরকম দেইখাই আইজ ভণ্ডর জন্ম।,amar sonar deshor sonar manse chaiya chaiya tamasha deker. asole e elakatao bala na. it hato loiya shobe ekta kori ita marleo parto. hala manush—e elakata ourokom dekiaoi aij bhondor jonom,0,Akash,Done,,,
শাকিবকে খেলায় চাই,সাকিবরে খেলায় চাই।,sakibre khelat chai,0,Akash,Done,,,
যে বিচারক দিয়েছে মাসুদ রানা সিলেক্ট করতে তারা মানুষ কে সম্মান করতে জানে না তারা কিভাবে মাসুদ রানা বের করবে। প্রত্যেকটা মানুষের আত্মসম্মান আছে। কাউকে অপমান করার অধিকার নেই তাদের। তাদের অনেক ফ্যান আছে যারা আগে তাদের এমন রুপ দেখেনি। হয়তো অভিনয়ের কারণে অনেক রুপ দেখে থাকি। বাস্তবে তারা এতো নিচু জানা ছিলো না���,"যেই বিচারক মাসুদ রানারে সিলেক্ট করছে, তারা মানুষরে সম্মান করতে জানে না। তারা কিলা মাসুদ রানা বাইর করবো? প্রত্যেকডা মানুষের আত্মসম্মান আছে। কাউরে অপমান করার অধিকার নাই। তাদের অনেক ফ্যান আছে, যারা আগে এইরকম রূপ দেখে নাই। হয়তো অভিনয়ের লাইগা অনেক রূপ দেখছি, কিন্তু বাস্তবে এরা এত নিচ আছিল জানতাম না।","jei bicharok machud ranare select korse, tara manushre shomman korte jane na. tara kila masud rana bair korbo? prottekda manushor attoshomman ase. kewrore opoman korar odhikar nai. tarar onek fan ase, jara age eirokom rup deksena. hoyto obhinoyor lagi onek rup deksi, kintu bastobe era eto nich asil jantam na",0,Akash,Done,,,
